KartBlitz Leaderboard Backup
Generated (UTC): 2026-08-25T12:37:27.986Z
Registered devices: 7
Saved scores: 452
Saved online wins: 4

This file is a full snapshot of cloud leaderboard records (usernames and times).
Device tokens are omitted so the file is safe to keep in git.
Use this if D1 data is lost and you need to refer back to previous records.

------------------------------------------------------------------------------
REGISTERED USERNAMES
------------------------------------------------------------------------------
USERNAME        REGISTERED (UTC)          LAST SEEN (UTC)
LEAFERD         2026-08-18T10:21:09.992Z  2026-08-25T03:24:09.795Z
AAAAAAAAAAAA    2026-08-18T23:08:59.310Z  2026-08-23T07:45:58.595Z
SCOOPDOG        2026-08-18T23:09:51.022Z  2026-08-20T10:39:05.812Z
JAN             2026-08-20T00:29:04.489Z  2026-08-20T00:29:04.652Z
SCOOPDOG        2026-08-20T11:40:23.168Z  2026-08-22T00:48:09.056Z
NOTHECKER       2026-08-23T02:26:25.773Z  2026-08-23T02:43:27.435Z
NOTHECKER       2026-08-23T08:00:25.629Z  2026-08-24T03:26:36.189Z

------------------------------------------------------------------------------
SCORES (best lap first within each mode/track)
------------------------------------------------------------------------------
MODE      TRACK   TRACK NAME              USERNAME      BEST LAP    TOTAL       WINNER    CREATED (UTC)
trial     0       SUNSET SPEEDWAY         NITRO1869     0:41.130    2:04.049    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         TURBO1173     0:41.151    2:06.939    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         GRID487       0:41.251    2:04.014    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         WHEEL4337     0:41.270    2:03.902    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         BOOST8651     0:41.398    2:05.071    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         WHEEL2764     0:41.399    2:05.478    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         SPEED5197     0:41.493    2:08.460    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         POLE7655      0:41.523    2:06.854    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         GRID1318      0:41.570    2:06.617    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         GRID8659      0:41.624    2:08.041    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         GRID8245      0:41.683    2:06.490    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         SPEED6643     0:41.698    2:08.924    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         SPEED7470     0:41.736    2:06.364    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         LAP4845       0:41.886    2:05.782    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         TURBO2586     0:41.987    2:06.385    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         NITRO1788     0:42.087    2:08.109    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         GRID2002      0:42.121    2:08.225    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         LAP1289       0:42.139    2:07.840    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         NITRO6531     0:42.216    2:10.338    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         TURBO3337     0:42.247    2:07.840    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         LAP5537       0:42.274    2:09.724    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         WHEEL3151     0:42.284    2:09.497    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         RACER8765     0:42.346    2:08.735    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         WHEEL1671     0:42.430    2:07.325    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         POLE2363      0:42.471    2:07.902    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         WHEEL1523     0:42.477    2:08.609    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         BOOST8612     0:42.519    2:11.247    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         NITRO2789     0:42.626    2:11.450    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         DRIFT8932     0:42.631    2:11.018    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         DRIFT2070     0:42.666    2:10.708    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         LAP8628       0:42.747    2:10.733    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         RACER7055     0:42.784    2:11.470    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         DRIFT7067     0:42.900    2:12.487    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         SPEED8958     0:42.978    2:09.980    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         SPEED7778     0:42.987    2:09.211    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         SPEED1980     0:43.056    2:12.872    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         RACER966      0:43.067    2:10.693    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         DRIFT436      0:43.152    2:10.635    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         WHEEL6852     0:43.239    2:10.119    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         WHEEL170      0:43.369    2:13.149    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         WHEEL3039     0:43.501    2:11.626    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         LAP8509       0:43.509    2:13.254    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         NITRO2588     0:43.556    2:11.271    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         WHEEL7859     0:43.564    2:11.150    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         WHEEL6768     0:43.578    2:12.354    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         BOOST4506     0:43.638    2:11.182    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         BOOST1376     0:43.776    2:12.723    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         GRID7787      0:43.830    2:12.635    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         POLE3035      0:43.861    2:14.105    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         SPEED3676     0:43.871    2:12.639    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         POLE8732      0:43.891    2:13.753    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         DRIFT5845     0:43.923    2:13.998    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         SPEED7003     0:43.960    2:14.952    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         DRIFT7846     0:44.009    2:13.199    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         SPEED1057     0:44.075    2:13.670    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         LAP2659       0:44.077    2:12.270    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         SPEED8953     0:44.087    2:15.726    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         DRIFT7194     0:44.158    2:16.444    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         NITRO7031     0:44.193    2:16.124    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         WHEEL9005     0:44.326    2:15.657    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         POLE4293      0:44.331    2:14.504    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         SPEED6395     0:44.363    2:15.059    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         WHEEL5341     0:44.373    2:14.377    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         NITRO6007     0:44.401    2:13.528    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         WHEEL5795     0:44.653    2:14.041    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         POLE3007      0:44.762    2:17.436    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         POLE477       0:44.852    2:15.615    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         SPEED8853     0:45.091    2:19.034    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         DRIFT8781     0:45.281    2:15.929    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         LAP1783       0:45.354    2:17.806    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         RACER4917     0:45.356    2:18.893    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         RACER5376     0:45.396    2:18.782    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         RACER1918     0:45.506    2:20.283    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         BOOST5369     0:45.512    2:18.481    -         2026-08-20T00:33:54.996Z
trial     0       SUNSET SPEEDWAY         TURBO2371     0:45.577    2:17.193    -         2026-08-20T00:33:45.010Z
trial     0       SUNSET SPEEDWAY         SPEED6102     0:45.582    2:18.060    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         WHEEL3563     0:45.662    2:17.478    -         2026-08-20T00:33:47.796Z
trial     0       SUNSET SPEEDWAY         LAP336        0:45.674    2:19.624    -         2026-08-20T00:33:53.353Z
trial     0       SUNSET SPEEDWAY         NITRO2046     0:45.735    2:19.868    -         2026-08-20T00:33:21.836Z
trial     0       SUNSET SPEEDWAY         WHEEL575      0:45.857    2:19.907    -         2026-08-20T00:33:45.010Z
trial     1       MEADOW PARK             AAAAAAAAAAAA  0:22.464    1:59.320    -         2026-08-23T07:39:08.296Z
trial     1       MEADOW PARK             LEAFERD       0:22.682    0:22.682    -         2026-08-19T03:11:43.047Z
trial     1       MEADOW PARK             POLE2657      0:34.038    1:44.691    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             RACER2928     0:34.137    1:46.386    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             RACER6472     0:34.337    1:46.514    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             WHEEL2686     0:34.516    1:47.375    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             RACER6148     0:34.590    1:46.709    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             WHEEL2300     0:35.116    1:47.372    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             TURBO2901     0:35.312    1:48.092    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             RACER2855     0:35.330    1:46.653    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             WHEEL1643     0:35.471    1:49.338    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             TURBO6298     0:35.575    1:50.543    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             RACER4043     0:36.336    1:52.383    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             TURBO3094     0:36.346    1:52.792    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             NITRO8331     0:36.425    1:50.657    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             POLE292       0:36.501    1:51.925    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             RACER5027     0:36.732    1:51.895    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             LAP8504       0:37.095    1:53.817    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             WHEEL5567     0:37.190    1:53.095    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             TURBO4844     0:37.210    1:55.185    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             NITRO2439     0:37.240    1:51.869    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             DRIFT811      0:37.602    1:55.928    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             RACER867      0:37.661    1:54.407    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             GRID1696      0:37.739    1:54.306    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             NITRO2856     0:37.773    1:54.001    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             BOOST4214     0:37.815    1:54.688    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             BOOST5587     0:38.184    1:57.918    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             NITRO2615     0:38.227    1:57.254    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             DRIFT1988     0:38.267    1:57.520    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             RACER7945     0:38.356    1:57.543    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             SPEED6264     0:38.379    1:55.618    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             WHEEL5903     0:38.384    1:58.566    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             WHEEL3215     0:38.411    1:55.846    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             SPEED5746     0:38.452    1:56.910    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             TURBO4308     0:38.556    1:59.129    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             GRID3127      0:38.828    1:59.795    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             NITRO4169     0:39.069    2:00.179    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             LAP5589       0:39.125    1:57.515    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             SPEED7425     0:39.164    2:00.296    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             NITRO4549     0:39.431    2:00.197    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             DRIFT7717     0:39.611    2:02.618    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             DRIFT1698     0:39.628    2:00.138    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             SPEED3389     0:39.659    2:02.016    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             DRIFT5778     0:40.073    2:04.211    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             SPEED1839     0:40.187    2:03.426    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             WHEEL1044     0:40.338    2:01.661    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             GRID841       0:40.401    2:03.703    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             POLE4530      0:40.403    2:03.529    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             BOOST8364     0:40.530    2:05.133    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             DRIFT2235     0:40.789    2:03.250    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             TURBO2897     0:40.888    2:03.588    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             BOOST8844     0:41.047    2:05.461    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             GRID3834      0:41.157    2:03.712    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             LAP4977       0:41.196    2:05.782    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             WHEEL6231     0:41.218    2:05.873    -         2026-08-20T00:34:08.112Z
trial     1       MEADOW PARK             GRID6673      0:41.484    2:06.811    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             RACER8996     0:41.673    2:08.208    -         2026-08-20T00:34:04.765Z
trial     1       MEADOW PARK             NITRO3576     0:41.731    2:05.885    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             BOOST252      0:41.742    2:08.044    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             GRID7561      0:41.787    2:06.903    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             POLE6686      0:41.890    2:08.661    -         2026-08-20T00:33:33.375Z
trial     1       MEADOW PARK             LAP227        0:41.932    2:08.691    -         2026-08-20T00:34:04.765Z
trial     2       BLUE BAY RUN            SPEED3465     0:40.205    2:02.768    -         2026-08-20T00:34:15.621Z
trial     2       BLUE BAY RUN            GRID1297      0:40.238    2:04.039    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            SPEED3646     0:40.247    2:04.683    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            DRIFT5540     0:40.271    2:03.594    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            LAP2717       0:40.457    2:04.763    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            DRIFT8902     0:40.481    2:05.366    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            DRIFT1685     0:40.692    2:03.925    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            BOOST5054     0:40.996    2:04.348    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            GRID1398      0:41.235    2:06.675    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            GRID2094      0:41.386    2:07.227    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            WHEEL8804     0:41.663    2:05.326    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            RACER3834     0:41.675    2:07.941    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            DRIFT8155     0:41.777    2:08.571    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            WHEEL3442     0:41.802    2:07.187    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            RACER7822     0:41.871    2:06.901    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            NITRO8248     0:41.923    2:08.771    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            TURBO8207     0:41.965    2:06.598    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            GRID9080      0:42.175    2:08.734    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            TURBO1757     0:42.219    2:09.270    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            WHEEL7399     0:42.518    2:08.982    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            LAP3187       0:42.964    2:11.722    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            POLE6427      0:43.076    2:11.873    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            TURBO2081     0:43.122    2:10.418    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            LAP7630       0:43.246    2:13.581    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            LAP2760       0:43.449    2:14.166    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            SPEED1688     0:44.046    2:14.497    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            NITRO3987     0:44.089    2:15.855    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            SPEED8275     0:44.295    2:15.158    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            DRIFT982      0:44.329    2:13.416    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            BOOST7846     0:44.428    2:15.293    -         2026-08-20T00:34:15.621Z
trial     2       BLUE BAY RUN            POLE4745      0:44.601    2:14.385    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            DRIFT2100     0:44.691    2:16.607    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            DRIFT6011     0:44.771    2:14.383    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            TURBO5686     0:44.881    2:15.726    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            RACER7546     0:44.976    2:18.254    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            POLE2880      0:45.005    2:15.936    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            DRIFT1196     0:45.015    2:17.769    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            NITRO4685     0:45.109    2:15.426    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            BOOST6460     0:45.200    2:17.895    -         2026-08-20T00:34:13.346Z
trial     2       BLUE BAY RUN            GRID5715      0:45.240    2:17.411    -         2026-08-20T00:34:10.965Z
trial     2       BLUE BAY RUN            LAP2416       0:45.320    2:17.466    -         2026-08-20T00:34:13.346Z
